,Unnamed: 0,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,HOME,TEAM_PERF,OPP_PERF,TEAM_WINS,TEAM_POINTS,OPPOSITION_POINTS,TEAM_FG,OPP_FG,TEAM_FT,OPP_FT,TEAM_FG3,OPP_FG3,TEAM_AST,OPP_AST,TEAM_REB,OPP_REB,OPP_WINS
498,7296,2012-03-21,21100692,Final,1610612742,1610612747,2011,1610612742,93.0,0.4270000000000001,0.682,0.308,15.0,29.0,1610612747,109.0,0.584,0.769,0.5,25.0,46.0,0,0,109.0,93.0,1,109.0,109.0,0.584,0.4270000000000001,0.769,0.682,0.5,0.682,25.0,15.0,46.0,29.0,0
499,7300,2012-03-20,21100679,Final,1610612745,1610612747,2011,1610612745,107.0,0.488,0.741,0.45,24.0,40.0,1610612747,104.0,0.506,0.875,0.375,18.0,31.0,1,0,104.0,107.0,0,104.0,104.0,0.506,0.488,0.875,0.741,0.375,0.741,18.0,24.0,31.0,40.0,1
500,7317,2012-03-18,21100669,Final,1610612747,1610612762,2011,1610612747,99.0,0.452,0.775,0.154,24.0,45.0,1610612762,103.0,0.473,0.682,0.2,28.0,41.0,0,1,99.0,103.0,0,99.0,99.0,0.452,0.473,0.775,0.682,0.154,0.682,24.0,28.0,45.0,41.0,1
501,7335,2012-03-16,21100652,Final,1610612747,1610612750,2011,1610612747,97.0,0.413,0.778,0.455,21.0,47.0,1610612750,92.0,0.402,0.7,0.182,21.0,55.0,1,1,97.0,92.0,1,97.0,97.0,0.413,0.402,0.778,0.7,0.455,0.7,21.0,21.0,47.0,55.0,0
502,7346,2012-03-14,21100631,Final,1610612740,1610612747,2011,1610612740,101.0,0.518,0.769,0.3,25.0,34.0,1610612747,107.0,0.451,0.8,0.263,24.0,44.0,0,0,107.0,101.0,1,107.0,107.0,0.451,0.518,0.8,0.769,0.263,0.769,24.0,25.0,44.0,34.0,0
503,7357,2012-03-13,21100621,Final,1610612763,1610612747,2011,1610612763,111.0,0.4479999999999999,1.0,0.105,26.0,47.0,1610612747,116.0,0.494,0.8240000000000001,0.3,24.0,51.0,0,0,116.0,111.0,1,116.0,116.0,0.494,0.4479999999999999,0.8240000000000001,1.0,0.3,1.0,24.0,26.0,51.0,47.0,0
504,7370,2012-03-11,21100604,Final,1610612747,1610612738,2011,1610612747,97.0,0.507,0.654,0.5,25.0,42.0,1610612738,94.0,0.47,0.833,0.353,33.0,34.0,1,1,97.0,94.0,1,97.0,97.0,0.507,0.47,0.654,0.833,0.5,0.833,25.0,33.0,42.0,34.0,0
505,7391,2012-03-09,21100589,Final,1610612750,1610612747,2011,1610612750,102.0,0.457,0.769,0.4,19.0,34.0,1610612747,105.0,0.476,0.778,0.3329999999999999,22.0,45.0,0,0,105.0,102.0,1,105.0,105.0,0.476,0.457,0.778,0.769,0.3329999999999999,0.769,22.0,19.0,45.0,34.0,0
506,7400,2012-03-07,21100571,Final,1610612764,1610612747,2011,1610612764,106.0,0.467,0.684,0.2689999999999999,24.0,51.0,1610612747,101.0,0.395,0.784,0.381,21.0,42.0,1,0,101.0,106.0,0,101.0,101.0,0.395,0.467,0.784,0.684,0.381,0.684,21.0,24.0,42.0,51.0,1
507,7415,2012-03-06,21100567,Final,1610612765,1610612747,2011,1610612765,88.0,0.3979999999999999,0.917,0.3,17.0,48.0,1610612747,85.0,0.42,0.8240000000000001,0.136,22.0,51.0,1,0,85.0,88.0,0,85.0,85.0,0.42,0.3979999999999999,0.8240000000000001,0.917,0.136,0.917,22.0,17.0,51.0,48.0,1
508,7427,2012-03-04,21100547,Final,1610612747,1610612748,2011,1610612747,93.0,0.493,0.72,0.294,19.0,44.0,1610612748,83.0,0.375,0.667,0.292,22.0,35.0,1,1,93.0,83.0,1,93.0,93.0,0.493,0.375,0.72,0.667,0.294,0.667,19.0,22.0,44.0,35.0,0
509,7451,2012-03-02,21100538,Final,1610612747,1610612758,2011,1610612747,115.0,0.537,0.8079999999999999,0.353,25.0,48.0,1610612758,107.0,0.4370000000000001,0.889,0.36,23.0,40.0,1,1,115.0,107.0,1,115.0,115.0,0.537,0.4370000000000001,0.8079999999999999,0.889,0.353,0.889,25.0,23.0,48.0,40.0,0
510,7467,2012-02-29,21100523,Final,1610612747,1610612750,2011,1610612747,104.0,0.488,0.773,0.238,30.0,48.0,1610612750,85.0,0.3929999999999999,0.556,0.263,22.0,44.0,1,1,104.0,85.0,1,104.0,104.0,0.488,0.3929999999999999,0.773,0.556,0.238,0.556,30.0,22.0,48.0,44.0,0
511,7480,2012-02-23,21100502,Final,1610612760,1610612747,2011,1610612760,100.0,0.4679999999999999,0.84,0.28,17.0,44.0,1610612747,85.0,0.385,0.913,0.308,16.0,41.0,1,0,85.0,100.0,0,85.0,85.0,0.385,0.4679999999999999,0.913,0.84,0.308,0.84,16.0,17.0,41.0,44.0,1
512,7492,2012-02-22,21100497,Final,1610612742,1610612747,2011,1610612742,91.0,0.4,0.688,0.25,22.0,50.0,1610612747,96.0,0.461,0.581,0.4,21.0,49.0,0,0,96.0,91.0,1,96.0,96.0,0.461,0.4,0.581,0.688,0.4,0.688,21.0,22.0,49.0,50.0,0
513,7508,2012-02-20,21100479,Final,1610612747,1610612757,2011,1610612747,103.0,0.4579999999999999,0.8640000000000001,0.421,23.0,51.0,1610612757,92.0,0.41,0.727,0.522,24.0,37.0,1,1,103.0,92.0,1,103.0,103.0,0.4579999999999999,0.41,0.8640000000000001,0.727,0.421,0.727,23.0,24.0,51.0,37.0,0
514,7519,2012-02-19,21100469,Final,1610612756,1610612747,2011,1610612756,102.0,0.425,0.8440000000000001,0.35,25.0,41.0,1610612747,90.0,0.449,0.68,0.1669999999999999,21.0,45.0,1,0,90.0,102.0,0,90.0,90.0,0.449,0.425,0.68,0.8440000000000001,0.1669999999999999,0.8440000000000001,21.0,25.0,45.0,41.0,1
515,7534,2012-02-17,21100455,Final,1610612747,1610612756,2011,1610612747,111.0,0.53,0.75,0.455,26.0,52.0,1610612756,99.0,0.456,0.6920000000000001,0.308,32.0,36.0,1,1,111.0,99.0,1,111.0,111.0,0.53,0.456,0.75,0.6920000000000001,0.455,0.6920000000000001,26.0,32.0,52.0,36.0,0
516,7559,2012-02-14,21100428,Final,1610612747,1610612737,2011,1610612747,86.0,0.44,0.444,0.471,20.0,52.0,1610612737,78.0,0.344,0.643,0.259,14.0,47.0,1,1,86.0,78.0,1,86.0,86.0,0.44,0.344,0.444,0.643,0.471,0.643,20.0,14.0,52.0,47.0,0
517,7566,2012-02-12,21100408,Final,1610612761,1610612747,2011,1610612761,92.0,0.474,0.706,0.545,20.0,39.0,1610612747,94.0,0.4320000000000001,0.7,0.435,19.0,41.0,0,0,94.0,92.0,1,94.0,94.0,0.4320000000000001,0.474,0.7,0.706,0.435,0.706,19.0,20.0,41.0,39.0,0
518,7587,2012-02-10,21100395,Final,1610612752,1610612747,2011,1610612752,92.0,0.429,0.618,0.238,16.0,41.0,1610612747,85.0,0.375,0.826,0.25,13.0,48.0,1,0,85.0,92.0,0,85.0,85.0,0.375,0.429,0.826,0.618,0.25,0.618,13.0,16.0,48.0,41.0,1
519,7592,2012-02-09,21100384,Final,1610612738,1610612747,2011,1610612738,87.0,0.392,1.0,0.316,22.0,45.0,1610612747,88.0,0.396,0.75,0.067,13.0,55.0,0,0,88.0,87.0,1,88.0,88.0,0.396,0.392,0.75,1.0,0.067,1.0,13.0,22.0,55.0,45.0,0
520,7613,2012-02-06,21100357,Final,1610612755,1610612747,2011,1610612755,95.0,0.469,0.647,0.471,27.0,30.0,1610612747,90.0,0.42,0.75,0.292,23.0,55.0,1,0,90.0,95.0,0,90.0,90.0,0.42,0.469,0.75,0.647,0.292,0.647,23.0,27.0,55.0,30.0,1
521,7634,2012-02-04,21100351,Final,1610612762,1610612747,2011,1610612762,96.0,0.4479999999999999,0.7,0.3329999999999999,25.0,50.0,1610612747,87.0,0.387,0.833,0.286,12.0,42.0,1,0,87.0,96.0,0,87.0,87.0,0.387,0.4479999999999999,0.833,0.7,0.286,0.7,12.0,25.0,42.0,50.0,1
522,7647,2012-02-03,21100341,Final,1610612743,1610612747,2011,1610612743,89.0,0.44,0.7829999999999999,0.217,20.0,40.0,1610612747,93.0,0.474,0.6,0.308,19.0,47.0,0,0,93.0,89.0,1,93.0,93.0,0.474,0.44,0.6,0.7829999999999999,0.308,0.7829999999999999,19.0,20.0,47.0,40.0,0
523,7670,2012-01-31,21100313,Final,1610612747,1610612766,2011,1610612747,106.0,0.5529999999999999,0.909,0.462,26.0,47.0,1610612766,73.0,0.348,0.6920000000000001,0.222,18.0,34.0,1,1,106.0,73.0,1,106.0,106.0,0.5529999999999999,0.348,0.909,0.6920000000000001,0.462,0.6920000000000001,26.0,18.0,47.0,34.0,0
524,7687,2012-01-29,21100297,Final,1610612750,1610612747,2011,1610612750,101.0,0.385,0.696,0.238,19.0,52.0,1610612747,106.0,0.506,0.7829999999999999,0.421,19.0,41.0,0,0,106.0,101.0,1,106.0,106.0,0.506,0.385,0.7829999999999999,0.696,0.421,0.696,19.0,19.0,41.0,52.0,0
525,7692,2012-01-28,21100288,Final,1610612749,1610612747,2011,1610612749,100.0,0.5,0.938,0.263,21.0,35.0,1610612747,89.0,0.439,0.647,0.316,23.0,44.0,1,0,89.0,100.0,0,89.0,89.0,0.439,0.5,0.647,0.938,0.316,0.938,23.0,21.0,44.0,35.0,1
526,7721,2012-01-25,21100268,Final,1610612747,1610612746,2011,1610612747,96.0,0.485,0.75,0.5,20.0,36.0,1610612746,91.0,0.425,0.643,0.348,20.0,42.0,1,1,96.0,91.0,1,96.0,96.0,0.485,0.425,0.75,0.643,0.5,0.643,20.0,20.0,36.0,42.0,0
527,7742,2012-01-22,21100241,Final,1610612747,1610612754,2011,1610612747,96.0,0.419,0.667,0.222,22.0,43.0,1610612754,98.0,0.4679999999999999,0.8420000000000001,0.556,22.0,50.0,0,1,96.0,98.0,0,96.0,96.0,0.419,0.4679999999999999,0.667,0.8420000000000001,0.222,0.8420000000000001,22.0,22.0,43.0,50.0,1
528,7760,2012-01-20,21100223,Final,1610612753,1610612747,2011,1610612753,92.0,0.416,0.615,0.444,20.0,51.0,1610612747,80.0,0.382,0.727,0.3,19.0,42.0,1,0,80.0,92.0,0,80.0,80.0,0.382,0.416,0.727,0.615,0.3,0.615,19.0,20.0,42.0,51.0,1
529,7764,2012-01-19,21100213,Final,1610612748,1610612747,2011,1610612748,98.0,0.447,0.722,0.5,19.0,44.0,1610612747,87.0,0.42,0.813,0.3,19.0,38.0,1,0,87.0,98.0,0,87.0,87.0,0.42,0.447,0.813,0.722,0.3,0.722,19.0,19.0,38.0,44.0,1
530,7795,2012-01-16,21100194,Final,1610612747,1610612742,2011,1610612747,73.0,0.382,0.737,0.1,19.0,44.0,1610612742,70.0,0.35,0.625,0.154,16.0,49.0,1,1,73.0,70.0,1,73.0,73.0,0.382,0.35,0.737,0.625,0.1,0.625,19.0,16.0,44.0,49.0,0
531,7809,2012-01-14,21100180,Final,1610612746,1610612747,2011,1610612746,102.0,0.412,0.767,0.429,17.0,50.0,1610612747,94.0,0.455,0.76,0.417,24.0,42.0,1,0,94.0,102.0,0,94.0,94.0,0.455,0.412,0.76,0.767,0.417,0.767,24.0,17.0,42.0,50.0,1
532,7820,2012-01-13,21100169,Final,1610612747,1610612739,2011,1610612747,97.0,0.487,0.7829999999999999,0.357,30.0,36.0,1610612739,92.0,0.376,0.8,0.3329999999999999,20.0,44.0,1,1,97.0,92.0,1,97.0,97.0,0.487,0.376,0.7829999999999999,0.8,0.357,0.8,30.0,20.0,36.0,44.0,0
533,7834,2012-01-11,21100151,Final,1610612762,1610612747,2011,1610612762,87.0,0.387,0.688,0.286,22.0,46.0,1610612747,90.0,0.4270000000000001,0.8420000000000001,0.444,17.0,46.0,0,0,90.0,87.0,1,90.0,90.0,0.4270000000000001,0.387,0.8420000000000001,0.688,0.444,0.688,17.0,22.0,46.0,46.0,0
534,7846,2012-01-10,21100141,Final,1610612747,1610612756,2011,1610612747,99.0,0.488,0.826,0.118,27.0,49.0,1610612756,83.0,0.425,0.667,0.35,18.0,35.0,1,1,99.0,83.0,1,99.0,99.0,0.488,0.425,0.826,0.667,0.118,0.667,27.0,18.0,49.0,35.0,0
535,7859,2012-01-08,21100125,Final,1610612747,1610612763,2011,1610612747,90.0,0.473,0.667,0.316,24.0,53.0,1610612763,82.0,0.409,0.5,0.111,23.0,34.0,1,1,90.0,82.0,1,90.0,90.0,0.473,0.409,0.667,0.5,0.316,0.5,24.0,23.0,53.0,34.0,0
536,7881,2012-01-06,21100109,Final,1610612747,1610612744,2011,1610612747,97.0,0.481,0.69,0.273,27.0,47.0,1610612744,90.0,0.494,0.526,0.286,19.0,34.0,1,1,97.0,90.0,1,97.0,97.0,0.481,0.494,0.69,0.526,0.273,0.526,27.0,19.0,47.0,34.0,0
537,7885,2012-01-05,21100097,Final,1610612757,1610612747,2011,1610612757,107.0,0.461,0.769,0.417,20.0,39.0,1610612747,96.0,0.4679999999999999,0.815,0.0,15.0,47.0,1,0,96.0,107.0,0,96.0,96.0,0.4679999999999999,0.461,0.815,0.769,0.0,0.769,15.0,20.0,47.0,39.0,1
538,7903,2012-01-03,21100081,Final,1610612747,1610612745,2011,1610612747,108.0,0.526,0.778,0.357,25.0,53.0,1610612745,99.0,0.4270000000000001,0.857,0.355,27.0,38.0,1,1,108.0,99.0,1,108.0,108.0,0.526,0.4270000000000001,0.778,0.857,0.357,0.857,25.0,27.0,53.0,38.0,0
539,7920,2012-01-01,21100063,Final,1610612743,1610612747,2011,1610612743,99.0,0.465,0.838,0.111,21.0,44.0,1610612747,90.0,0.3979999999999999,0.667,0.174,19.0,44.0,1,0,90.0,99.0,0,90.0,90.0,0.3979999999999999,0.465,0.667,0.838,0.174,0.838,19.0,21.0,44.0,44.0,1
540,7923,2011-12-31,21100050,Final,1610612747,1610612743,2011,1610612747,92.0,0.4529999999999999,0.8,0.083,24.0,50.0,1610612743,89.0,0.425,0.636,0.2689999999999999,22.0,36.0,1,1,92.0,89.0,1,92.0,92.0,0.4529999999999999,0.425,0.8,0.636,0.083,0.636,24.0,22.0,50.0,36.0,0
541,7946,2011-12-29,21100038,Final,1610612747,1610612752,2011,1610612747,99.0,0.521,0.636,0.563,23.0,40.0,1610612752,82.0,0.313,0.8290000000000001,0.273,15.0,32.0,1,1,99.0,82.0,1,99.0,99.0,0.521,0.313,0.636,0.8290000000000001,0.563,0.8290000000000001,23.0,15.0,40.0,32.0,0
542,7961,2011-12-27,21100022,Final,1610612747,1610612762,2011,1610612747,96.0,0.423,0.8109999999999999,0.375,17.0,46.0,1610612762,71.0,0.322,0.706,0.077,20.0,46.0,1,1,96.0,71.0,1,96.0,96.0,0.423,0.322,0.8109999999999999,0.706,0.375,0.706,17.0,20.0,46.0,46.0,0
543,7971,2011-12-26,21100015,Final,1610612758,1610612747,2011,1610612758,100.0,0.467,0.6,0.5,16.0,40.0,1610612747,91.0,0.42,0.8420000000000001,0.063,21.0,45.0,1,0,91.0,100.0,0,91.0,91.0,0.42,0.467,0.8420000000000001,0.6,0.063,0.6,21.0,16.0,45.0,40.0,1
544,7976,2011-12-25,21100003,Final,1610612747,1610612741,2011,1610612747,87.0,0.474,0.55,0.25,22.0,42.0,1610612741,88.0,0.4039999999999999,0.643,0.467,21.0,41.0,0,1,87.0,88.0,0,87.0,87.0,0.474,0.4039999999999999,0.55,0.643,0.25,0.643,22.0,21.0,42.0,41.0,1
545,7988,2011-12-21,11100028,Final,1610612746,1610612747,2011,1610612746,108.0,0.482,0.667,0.4,29.0,27.0,1610612747,103.0,0.5479999999999999,0.7859999999999999,0.5,27.0,44.0,1,0,103.0,108.0,0,103.0,103.0,0.5479999999999999,0.482,0.7859999999999999,0.667,0.5,0.667,27.0,29.0,44.0,27.0,1
546,7997,2011-12-19,11100014,Final,1610612747,1610612746,2011,1610612747,95.0,0.4479999999999999,0.6829999999999999,0.4379999999999999,22.0,41.0,1610612746,114.0,0.488,0.8079999999999999,0.4639999999999999,25.0,34.0,0,1,95.0,114.0,0,95.0,95.0,0.4479999999999999,0.488,0.6829999999999999,0.8079999999999999,0.4379999999999999,0.8079999999999999,22.0,25.0,41.0,34.0,1
547,8033,2011-05-08,41000234,Final,1610612742,1610612747,2010,1610612742,122.0,0.603,0.737,0.625,32.0,40.0,1610612747,86.0,0.3779999999999999,0.731,0.208,16.0,39.0,1,0,86.0,122.0,0,86.0,86.0,0.3779999999999999,0.603,0.731,0.737,0.208,0.737,16.0,32.0,39.0,40.0,1
548,8038,2011-05-06,41000233,Final,1610612742,1610612747,2010,1610612742,98.0,0.4629999999999999,0.828,0.414,22.0,39.0,1610612747,92.0,0.476,0.7859999999999999,0.231,19.0,37.0,1,0,92.0,98.0,0,92.0,92.0,0.476,0.4629999999999999,0.7859999999999999,0.828,0.231,0.828,19.0,22.0,37.0,39.0,1
549,8040,2011-05-04,41000232,Final,1610612747,1610612742,2010,1610612747,81.0,0.41,0.55,0.1,18.0,44.0,1610612742,93.0,0.42,0.81,0.32,20.0,39.0,0,1,81.0,93.0,0,81.0,81.0,0.41,0.42,0.55,0.81,0.1,0.81,18.0,20.0,44.0,39.0,1
550,8044,2011-05-02,41000231,Final,1610612747,1610612742,2010,1610612747,94.0,0.429,0.85,0.263,21.0,44.0,1610612742,96.0,0.494,0.818,0.45,30.0,40.0,0,1,94.0,96.0,0,94.0,94.0,0.429,0.494,0.85,0.818,0.263,0.818,21.0,30.0,44.0,40.0,1
551,8049,2011-04-28,41000156,Final,1610612740,1610612747,2010,1610612740,80.0,0.429,0.944,0.214,20.0,30.0,1610612747,98.0,0.4589999999999999,0.962,0.357,23.0,43.0,0,0,98.0,80.0,1,98.0,98.0,0.4589999999999999,0.429,0.962,0.944,0.357,0.944,23.0,20.0,43.0,30.0,0
552,8056,2011-04-26,41000155,Final,1610612747,1610612740,2010,1610612747,106.0,0.493,0.833,0.389,21.0,42.0,1610612740,90.0,0.493,0.667,0.476,21.0,25.0,1,1,106.0,90.0,1,106.0,106.0,0.493,0.493,0.833,0.667,0.389,0.667,21.0,21.0,42.0,25.0,0
553,8063,2011-04-24,41000154,Final,1610612740,1610612747,2010,1610612740,93.0,0.446,0.852,0.286,25.0,39.0,1610612747,88.0,0.431,0.733,0.222,17.0,32.0,1,0,88.0,93.0,0,88.0,88.0,0.431,0.446,0.733,0.852,0.222,0.852,17.0,25.0,32.0,39.0,1
554,8070,2011-04-22,41000153,Final,1610612740,1610612747,2010,1610612740,86.0,0.4579999999999999,0.75,0.154,17.0,38.0,1610612747,100.0,0.487,0.792,0.4379999999999999,17.0,43.0,0,0,100.0,86.0,1,100.0,100.0,0.487,0.4579999999999999,0.792,0.75,0.4379999999999999,0.75,17.0,17.0,43.0,38.0,0
555,8076,2011-04-20,41000152,Final,1610612747,1610612740,2010,1610612747,87.0,0.447,0.682,0.364,20.0,44.0,1610612740,78.0,0.391,0.625,0.364,14.0,36.0,1,1,87.0,78.0,1,87.0,87.0,0.447,0.391,0.682,0.625,0.364,0.625,20.0,14.0,44.0,36.0,0
556,8083,2011-04-17,41000151,Final,1610612747,1610612740,2010,1610612747,100.0,0.4589999999999999,0.7879999999999999,0.462,17.0,41.0,1610612740,109.0,0.519,0.6970000000000001,0.364,24.0,33.0,0,1,100.0,109.0,0,100.0,100.0,0.4589999999999999,0.519,0.7879999999999999,0.6970000000000001,0.462,0.6970000000000001,17.0,24.0,41.0,33.0,1
557,8104,2011-04-13,21001230,Final,1610612758,1610612747,2010,1610612758,108.0,0.455,0.579,0.292,24.0,53.0,1610612747,116.0,0.495,0.909,0.375,30.0,43.0,0,0,116.0,108.0,1,116.0,116.0,0.495,0.455,0.909,0.579,0.375,0.579,30.0,24.0,43.0,53.0,0
558,8107,2011-04-12,21001215,Final,1610612747,1610612759,2010,1610612747,102.0,0.456,0.893,0.263,24.0,45.0,1610612759,93.0,0.352,0.917,0.36,18.0,42.0,1,1,102.0,93.0,1,102.0,102.0,0.456,0.352,0.893,0.917,0.263,0.917,24.0,18.0,45.0,42.0,0
559,8127,2011-04-10,21001201,Final,1610612747,1610612760,2010,1610612747,106.0,0.469,0.821,0.467,23.0,34.0,1610612760,120.0,0.556,0.914,0.471,19.0,38.0,0,1,106.0,120.0,0,106.0,106.0,0.469,0.556,0.821,0.914,0.467,0.914,23.0,19.0,34.0,38.0,1
560,8144,2011-04-08,21001187,Final,1610612757,1610612747,2010,1610612757,93.0,0.455,0.85,0.286,28.0,41.0,1610612747,86.0,0.395,0.5,0.44,14.0,52.0,1,0,86.0,93.0,0,86.0,86.0,0.395,0.455,0.5,0.85,0.44,0.85,14.0,28.0,52.0,41.0,1
561,8158,2011-04-06,21001173,Final,1610612744,1610612747,2010,1610612744,95.0,0.387,0.8420000000000001,0.28,23.0,50.0,1610612747,87.0,0.429,0.593,0.263,17.0,47.0,1,0,87.0,95.0,0,87.0,87.0,0.429,0.387,0.593,0.8420000000000001,0.263,0.8420000000000001,17.0,23.0,47.0,50.0,1
562,8171,2011-04-05,21001161,Final,1610612747,1610612762,2010,1610612747,85.0,0.3779999999999999,0.76,0.2,19.0,49.0,1610612762,86.0,0.4,0.565,0.385,20.0,52.0,0,1,85.0,86.0,0,85.0,85.0,0.3779999999999999,0.4,0.76,0.565,0.2,0.565,19.0,20.0,49.0,52.0,1
563,8173,2011-04-03,21001139,Final,1610612747,1610612743,2010,1610612747,90.0,0.429,0.7,0.222,20.0,45.0,1610612743,95.0,0.439,0.5710000000000001,0.412,24.0,44.0,0,1,90.0,95.0,0,90.0,90.0,0.429,0.439,0.7,0.5710000000000001,0.222,0.5710000000000001,20.0,24.0,45.0,44.0,1
564,8200,2011-04-01,21001132,Final,1610612762,1610612747,2010,1610612762,85.0,0.415,0.833,0.2,15.0,44.0,1610612747,96.0,0.479,0.7,0.389,18.0,39.0,0,0,96.0,85.0,1,96.0,96.0,0.479,0.415,0.7,0.833,0.389,0.833,18.0,15.0,39.0,44.0,0
565,8202,2011-03-31,21001119,Final,1610612747,1610612742,2010,1610612747,110.0,0.447,0.718,0.375,23.0,52.0,1610612742,82.0,0.361,0.696,0.231,18.0,47.0,1,1,110.0,82.0,1,110.0,110.0,0.447,0.361,0.718,0.696,0.375,0.696,23.0,18.0,52.0,47.0,0
566,8233,2011-03-27,21001094,Final,1610612747,1610612740,2010,1610612747,102.0,0.482,0.81,0.176,21.0,44.0,1610612740,84.0,0.402,0.733,0.176,22.0,43.0,1,1,102.0,84.0,1,102.0,102.0,0.482,0.402,0.81,0.733,0.176,0.733,21.0,22.0,44.0,43.0,0
567,8253,2011-03-25,21001080,Final,1610612747,1610612746,2010,1610612747,112.0,0.5,0.718,0.3329999999999999,19.0,41.0,1610612746,104.0,0.5,0.833,0.294,23.0,34.0,1,1,112.0,104.0,1,112.0,112.0,0.5,0.5,0.718,0.833,0.3329999999999999,0.833,19.0,23.0,41.0,34.0,0
568,8270,2011-03-22,21001053,Final,1610612747,1610612756,2010,1610612747,139.0,0.442,0.88,0.407,30.0,56.0,1610612756,137.0,0.481,0.818,0.415,34.0,52.0,1,1,139.0,137.0,1,139.0,139.0,0.442,0.481,0.88,0.818,0.407,0.818,30.0,34.0,56.0,52.0,0
569,8286,2011-03-20,21001043,Final,1610612747,1610612757,2010,1610612747,84.0,0.449,0.917,0.176,24.0,35.0,1610612757,80.0,0.386,0.667,0.24,21.0,45.0,1,1,84.0,80.0,1,84.0,84.0,0.449,0.386,0.917,0.667,0.176,0.667,24.0,21.0,35.0,45.0,0
570,8304,2011-03-18,21001028,Final,1610612747,1610612750,2010,1610612747,106.0,0.476,0.7829999999999999,0.421,24.0,44.0,1610612750,98.0,0.4429999999999999,0.722,0.3329999999999999,24.0,45.0,1,1,106.0,98.0,1,106.0,106.0,0.476,0.4429999999999999,0.7829999999999999,0.722,0.421,0.722,24.0,24.0,44.0,45.0,0
571,8331,2011-03-14,21000999,Final,1610612747,1610612753,2010,1610612747,97.0,0.4379999999999999,0.684,0.316,21.0,41.0,1610612753,84.0,0.471,0.526,0.435,21.0,39.0,1,1,97.0,84.0,1,97.0,97.0,0.4379999999999999,0.471,0.684,0.526,0.316,0.526,21.0,21.0,41.0,39.0,0
572,8345,2011-03-12,21000982,Final,1610612742,1610612747,2010,1610612742,91.0,0.43,0.867,0.25,21.0,48.0,1610612747,96.0,0.446,0.63,0.385,20.0,43.0,0,0,96.0,91.0,1,96.0,96.0,0.446,0.43,0.63,0.867,0.385,0.867,20.0,21.0,43.0,48.0,0
573,8356,2011-03-10,21000964,Final,1610612748,1610612747,2010,1610612748,94.0,0.457,0.667,0.421,17.0,46.0,1610612747,88.0,0.4,0.8079999999999999,0.4379999999999999,18.0,37.0,1,0,88.0,94.0,0,88.0,88.0,0.4,0.457,0.8079999999999999,0.667,0.4379999999999999,0.667,18.0,17.0,37.0,46.0,1
574,8370,2011-03-08,21000947,Final,1610612737,1610612747,2010,1610612737,87.0,0.3979999999999999,0.8240000000000001,0.318,21.0,38.0,1610612747,101.0,0.494,0.857,0.417,27.0,43.0,0,0,101.0,87.0,1,101.0,101.0,0.494,0.3979999999999999,0.857,0.8240000000000001,0.417,0.8240000000000001,27.0,21.0,43.0,38.0,0
575,8384,2011-03-06,21000932,Final,1610612759,1610612747,2010,1610612759,83.0,0.36,0.737,0.3329999999999999,14.0,43.0,1610612747,99.0,0.467,0.7,0.348,26.0,49.0,0,0,99.0,83.0,1,99.0,99.0,0.467,0.36,0.7,0.737,0.348,0.737,26.0,14.0,49.0,43.0,0
576,8408,2011-03-04,21000924,Final,1610612747,1610612766,2010,1610612747,92.0,0.382,0.905,0.2,19.0,50.0,1610612766,84.0,0.3979999999999999,1.0,0.1,20.0,49.0,1,1,92.0,84.0,1,92.0,92.0,0.382,0.3979999999999999,0.905,1.0,0.2,1.0,19.0,20.0,50.0,49.0,0
577,8427,2011-03-01,21000900,Final,1610612750,1610612747,2010,1610612750,79.0,0.397,0.813,0.25,18.0,39.0,1610612747,90.0,0.375,0.926,0.3329999999999999,12.0,53.0,0,0,90.0,79.0,1,90.0,90.0,0.375,0.397,0.926,0.813,0.3329999999999999,0.813,12.0,18.0,53.0,39.0,0
578,8435,2011-02-27,21000880,Final,1610612760,1610612747,2010,1610612760,87.0,0.447,0.813,0.375,17.0,39.0,1610612747,90.0,0.487,0.667,0.267,19.0,36.0,0,0,90.0,87.0,1,90.0,90.0,0.487,0.447,0.667,0.813,0.267,0.813,19.0,17.0,36.0,39.0,0
579,8460,2011-02-25,21000871,Final,1610612747,1610612746,2010,1610612747,108.0,0.506,0.875,0.5,33.0,39.0,1610612746,95.0,0.3779999999999999,0.92,0.4,24.0,45.0,1,1,108.0,95.0,1,108.0,108.0,0.506,0.3779999999999999,0.875,0.92,0.5,0.92,33.0,24.0,39.0,45.0,0
580,8475,2011-02-23,21000858,Final,1610612757,1610612747,2010,1610612757,101.0,0.481,0.64,0.375,22.0,38.0,1610612747,106.0,0.494,0.867,0.611,22.0,39.0,0,0,106.0,101.0,1,106.0,106.0,0.494,0.481,0.867,0.64,0.611,0.64,22.0,22.0,39.0,38.0,0
581,8484,2011-02-22,21000846,Final,1610612747,1610612737,2010,1610612747,104.0,0.485,0.85,0.4,20.0,54.0,1610612737,80.0,0.366,0.679,0.067,17.0,32.0,1,1,104.0,80.0,1,104.0,104.0,0.485,0.366,0.85,0.679,0.4,0.679,20.0,17.0,54.0,32.0,0
